"location","clock","model","targets","mean_wis","mean_absolute_error","median_absolute_error","median_signed_error","coverage90"
"Arizona","compressed","cumulative_poisson",25,17.846303030303,19.88,16,-6,0.24
"Arizona","compressed","empirical_multiplier",25,18.92,18.92,16,-9,0.04
"Arizona","compressed","hurdle_ztnb",25,26.6476909090909,19.3,16,-9,0.92
"Arizona","compressed","hurdle_ztpoisson",25,36.9028242424242,54.56,31,-29,0.68
"Arkansas","calendar","cumulative_nb",25,8.47214545454545,10.04,2,-1,0.64
"Arkansas","calendar","cumulative_poisson",25,9.87803636363636,11.1,1,-1,0.64
"Arkansas","calendar","empirical_multiplier",25,14.76,14.76,2,-2,0.36
"Arkansas","calendar","hurdle_ztnb",25,12.243496969697,14.3,2,-2,0.8
"Arkansas","calendar","hurdle_ztpoisson",25,10.9213454545455,13.6,3,-1,0.68
"Arkansas","compressed","cumulative_nb",25,11.7386,13.18,1,-1,0.68
"Arkansas","compressed","cumulative_poisson",25,12.0879151515152,13.48,2,-2,0.68
"Arkansas","compressed","empirical_multiplier",25,14.04,14.04,1,-1,0.4
"Arkansas","compressed","hurdle_ztnb",25,11.6879333333333,13.34,1,-1,0.84
"Arkansas","compressed","hurdle_ztpoisson",25,9.85746060606061,12.4,1,-1,0.72
"California","calendar","cumulative_nb",25,232.505072727273,306.06,210,210,0.08
"California","calendar","cumulative_poisson",25,93.5657454545454,100.34,24,-8,0.28
"California","calendar","empirical_multiplier",25,109.84,109.84,24,-24,0
"California","calendar","hurdle_ztnb",25,89.8969151515152,104.46,21.5,-21.5,0.64
"California","calendar","hurdle_ztpoisson",25,105.738593939394,109.84,24,-24,0.04
"California","compressed","cumulative_nb",25,78.9376242424242,84.14,11,-11,0.4
"California","compressed","cumulative_poisson",25,78.3276121212121,82.98,11,-11,0.4
"California","compressed","empirical_multiplier",25,105.04,105.04,24,-24,0
"California","compressed","hurdle_ztnb",25,90.063103030303,98.72,16.5,-16.5,0.68
"California","compressed","hurdle_ztpoisson",25,85.2829636363636,97.58,38.5,-38.5,0.28
"Colorado","calendar","cumulative_nb",25,4.83958181818182,5.92,2,0,0.88
"Colorado","calendar","cumulative_poisson",25,7.05589696969697,8.68,2,0,0.64
"Colorado","calendar","empirical_multiplier",25,2,2,0,0,0.6
"Colorado","calendar","hurdle_ztnb",25,1.73166666666667,1.82,0.5,0,0.96
"Colorado","calendar","hurdle_ztpoisson",25,1.75637575757576,2.28,0,0,0.8
"Colorado","compressed","cumulative_nb",25,1.67542424242424,2.1,1,0,0.88
"Colorado","compressed","cumulative_poisson",25,1.67387272727273,2.02,1,0,0.88
"Colorado","compressed","empirical_multiplier",25,2,2,0,0,0.6
"Colorado","compressed","hurdle_ztnb",25,1.54435757575758,1.84,0,0,0.92
"Colorado","compressed","hurdle_ztpoisson",25,1.56438787878788,1.8,0,0,0.84
"Connecticut","calendar","cumulative_nb",25,3.73217575757576,4.76,1,0,0.84
"Connecticut","calendar","cumulative_poisson",25,4.86367878787879,5.56,1,0,0.68
"Connecticut","calendar","empirical_multiplier",25,2.4,2.4,0,0,0.64
"Connecticut","calendar","hurdle_ztnb",25,2.33009696969697,2.52,0,0,0.96
"Connecticut","calendar","hurdle_ztpoisson",25,1.98688484848485,2.36,0,0,0.88
"Connecticut","compressed","cumulative_nb",25,3.24387878787879,3.24,0,0,0.72
"Connecticut","compressed","cumulative_poisson",25,3.29445454545455,3.1,0,0,0.72
"Connecticut","compressed","empirical_multiplier",25,2.6,2.6,0,0,0.64
"Connecticut","compressed","hurdle_ztnb",25,3.05054545454546,2.6,0,0,0.76
"Connecticut","compressed","hurdle_ztpoisson",25,3.9091696969697,4.74,0,0,0.68
"Delaware","calendar","cumulative_nb",25,15.7656606060606,17.02,9,-9,0.36
"Delaware","calendar","cumulative_poisson",25,15.1237454545455,16.4,9,-9,0.44
"Delaware","calendar","empirical_multiplier",25,17.72,17.72,9,-9,0.24
"Delaware","calendar","hurdle_ztnb",25,16.8986727272727,17.72,9,-9,0.44
"Delaware","calendar","hurdle_ztpoisson",25,15.1754727272727,17.56,9,-9,0.48
"Delaware","compressed","cumulative_nb",25,16.7956909090909,17.8,9,-9,0.4
"Delaware","compressed","cumulative_poisson",25,16.8444242424242,17.9,9,-9,0.36
"Delaware","compressed","empirical_multiplier",25,17.96,17.96,9,-9,0.24
"Delaware","compressed","hurdle_ztnb",25,17.4962363636364,17.96,9,-9,0.4
"Delaware","compressed","hurdle_ztpoisson",25,16.3739515151515,17.96,9,-9,0.36
"District of Columbia","calendar","cumulative_nb",25,2.85704848484848,3.4,0.5,0,0.68
"District of Columbia","calendar","cumulative_poisson",25,2.85602424242424,3.4,1,0,0.72
"District of Columbia","calendar","empirical_multiplier",25,3.84,3.84,1,0,0.48
"District of Columbia","calendar","hurdle_ztnb",25,3.45902424242424,3.86,1,0,0.6
"District of Columbia","calendar","hurdle_ztpoisson",25,2.95553333333333,3.7,2,0,0.68
"District of Columbia","compressed","cumulative_nb",25,2.98554545454545,3.84,1,0,0.68
"District of Columbia","compressed","cumulative_poisson",25,3.09960606060606,3.88,1,0,0.68
"District of Columbia","compressed","empirical_multiplier",25,3.84,3.84,1,0,0.48
"District of Columbia","compressed","hurdle_ztnb",25,3.3714,3.84,1,0,0.56
"District of Columbia","compressed","hurdle_ztpoisson",25,2.72089696969697,3.62,1,0,0.76
"Florida","calendar","cumulative_nb",25,244.241509090909,325.5,225,225,0
"Florida","calendar","cumulative_poisson",25,46.4583090909091,52.96,31,-4,0.32
"Florida","calendar","empirical_multiplier",25,66.48,66.48,28,-28,0
"Florida","calendar","hurdle_ztnb",25,44.6011454545455,60.34,22.5,-22.5,0.8
"Florida","calendar","hurdle_ztpoisson",25,62.6680666666667,66.48,28,-28,0.12
"Florida","compressed","cumulative_nb",25,53.9653090909091,60.2,22,-22,0.2
"Florida","compressed","cumulative_poisson",25,52.4291818181818,58.4,22,-22,0.24
"Florida","compressed","empirical_multiplier",25,66.04,66.04,28,-28,0
"Florida","compressed","hurdle_ztnb",25,54.9415515151515,61.54,25,-25,0.56
"Florida","compressed","hurdle_ztpoisson",25,48.0730060606061,56.48,21.5,-21.5,0.48
"Georgia","calendar","cumulative_nb",25,10.7531818181818,12.6,2,1,0.84
"Georgia","calendar","cumulative_poisson",25,14.6930303030303,17.06,2,-1,0.64
"Georgia","calendar","empirical_multiplier",25,25.24,25.24,2,-2,0.12
"Georgia","calendar","hurdle_ztnb",25,21.397,24.26,4,-1,0.84
"Georgia","calendar","hurdle_ztpoisson",25,20.320696969697,23.76,3,-2,0.8
"Georgia","compressed","cumulative_nb",25,15.6905636363636,17.54,2,-1,0.8
"Georgia","compressed","cumulative_poisson",25,15.0525878787879,16.84,2,-1,0.8
"Georgia","compressed","empirical_multiplier",25,24.12,24.12,2,-2,0.12
"Georgia","compressed","hurdle_ztnb",25,20.5209757575758,23.98,4,-0.5,0.84
"Georgia","compressed","hurdle_ztpoisson",25,14.9296121212121,17.22,1.5,-1,0.96
"Hawaii","calendar","cumulative_nb",25,2.08890303030303,3.22,1,1,0.96
"Hawaii","calendar","cumulative_poisson",25,2.28396363636364,3.44,2,2,0.96
"Hawaii","calendar","empirical_multiplier",25,0.6,0.6,0,0,0.76
"Hawaii","calendar","hurdle_ztnb",25,0.745472727272727,0.64,0,0,0.96
"Hawaii","calendar","hurdle_ztpoisson",25,1.1716,1.08,0,0,1
"Hawaii","compressed","cumulative_nb",25,1.36293333333333,1.5,0,0,0.92
"Hawaii","compressed","cumulative_poisson",25,1.36177575757576,1.44,0,0,0.92
"Hawaii","compressed","empirical_multiplier",25,1.2,1.2,0,0,0.72
"Hawaii","compressed","hurdle_ztnb",25,1.1994,1.24,0,0,0.92
"Hawaii","compressed","hurdle_ztpoisson",25,1.34386666666667,1.6,0,0,0.92
"Idaho","calendar","cumulative_nb",25,2.02827272727273,2.8,1,0,0.88
"Idaho","calendar","cumulative_poisson",25,2.09884242424242,2.9,1,0,0.8
"Idaho","calendar","empirical_multiplier",25,3.24,3.24,0,0,0.56
"Idaho","calendar","hurdle_ztnb",25,2.60813939393939,3.24,0,0,0.8
"Idaho","calendar","hurdle_ztpoisson",25,2.5999696969697,3.24,0,0,0.84
"Idaho","compressed","cumulative_nb",25,2.48678787878788,3.28,1,0,0.76
"Idaho","compressed","cumulative_poisson",25,2.69755151515152,3.24,1,0,0.76
"Idaho","compressed","empirical_multiplier",25,3.28,3.28,0,0,0.6
"Idaho","compressed","hurdle_ztnb",25,2.98512121212121,3.32,0,0,0.72
"Idaho","compressed","hurdle_ztpoisson",25,2.82452121212121,3.3,0,0,0.68
"Illinois","calendar","cumulative_nb",25,12.8515878787879,17.54,5,1,0.72
"Illinois","calendar","cumulative_poisson",25,18.9744787878788,21.96,5,-1,0.6
"Illinois","calendar","empirical_multiplier",25,31.32,31.32,4,-4,0.16
"Illinois","calendar","hurdle_ztnb",25,26.6200181818182,29.98,5,-2,0.72
"Illinois","calendar","hurdle_ztpoisson",25,29.0044363636364,30.44,4.5,-3,0.32
"Illinois","compressed","cumulative_nb",25,21.4775818181818,26,3,-3,0.48
"Illinois","compressed","cumulative_poisson",25,21.2726909090909,25.04,3,-1,0.52
"Illinois","compressed","empirical_multiplier",25,29.84,29.84,4,-4,0.2
"Illinois","compressed","hurdle_ztnb",25,26.510496969697,28.84,6,-1,0.72
"Illinois","compressed","hurdle_ztpoisson",25,26.6150606060606,30.34,6.5,-6.5,0.52
"Indiana","calendar","cumulative_nb",25,23.6109818181818,27.22,8,-4,0.56
"Indiana","calendar","cumulative_poisson",25,29.1606484848485,33.04,10.5,-6,0.48
"Indiana","calendar","empirical_multiplier",25,19.76,19.76,1,-1,0.48
"Indiana","calendar","hurdle_ztnb",25,18.1595757575758,19.84,1,0,0.8
"Indiana","calendar","hurdle_ztpoisson",25,26.6316727272727,34.64,1,-1,0.68
"Indiana","compressed","cumulative_nb",25,14.0207818181818,16.84,2,0,0.68
"Indiana","compressed","cumulative_poisson",25,12.8589393939394,15.36,3,0,0.64
"Indiana","compressed","empirical_multiplier",25,20.12,20.12,1,-1,0.48
"Indiana","compressed","hurdle_ztnb",25,21.5626303030303,22.28,3,-3,0.92
"Indiana","compressed","hurdle_ztpoisson",25,104.656187878788,146.34,57,-57,0.56
"Iowa","calendar","cumulative_nb",25,3.91845454545455,4.92,1,0,0.8
"Iowa","calendar","cumulative_poisson",25,4.40072121212121,5.38,1,0,0.72
"Iowa","calendar","empirical_multiplier",25,7.28,7.28,1,-1,0.44
"Iowa","calendar","hurdle_ztnb",25,6.35198181818182,7.28,2,0,0.8
"Iowa","calendar","hurdle_ztpoisson",25,4.16248484848485,5.98,1,-1,0.88
"Iowa","compressed","cumulative_nb",25,4.54286666666667,5.56,1,-1,0.64
"Iowa","compressed","cumulative_poisson",25,5.07105454545455,5.8,1,-1,0.64
"Iowa","compressed","empirical_multiplier",25,7.08,7.08,1,-1,0.44
"Iowa","compressed","hurdle_ztnb",25,6.30878181818182,7.14,2,0,0.8
"Iowa","compressed","hurdle_ztpoisson",25,4.68054545454546,5.68,1,0,0.76
"Kansas","calendar","cumulative_nb",25,2.64096363636364,3.46,1,0,0.8
"Kansas","calendar","cumulative_poisson",25,3.06264848484849,3.78,1,0,0.76
"Kansas","calendar","empirical_multiplier",25,6.24,6.24,1,-1,0.4
"Kansas","calendar","hurdle_ztnb",25,5.16770909090909,6.22,2,0,0.88
"Kansas","calendar","hurdle_ztpoisson",25,3.79122424242424,5.36,1,-1,0.88
"Kansas","compressed","cumulative_nb",25,10.2486060606061,12.54,5,-5,0.52
"Kansas","compressed","cumulative_poisson",25,11.6179090909091,14.06,8,-8,0.44
"Kansas","compressed","empirical_multiplier",25,6.24,6.24,1,-1,0.4
"Kansas","compressed","hurdle_ztnb",25,5.33343636363636,6.38,2,0,0.88
"Kansas","compressed","hurdle_ztpoisson",25,6.01687878787879,9.16,2,-1,0.84
"Kentucky","calendar","cumulative_nb",25,11.7645636363636,14.3,6,-6,0.56
"Kentucky","calendar","cumulative_poisson",25,12.5196727272727,14.7,6,-6,0.56
"Kentucky","calendar","empirical_multiplier",25,20.68,20.68,8,-8,0.24
"Kentucky","calendar","hurdle_ztnb",25,17.2175212121212,20.28,7,-7,0.68
"Kentucky","calendar","hurdle_ztpoisson",25,16.7430303030303,20.1,7,-7,0.56
"Kentucky","compressed","cumulative_nb",25,18.9086363636364,22.32,8,-8,0.48
"Kentucky","compressed","cumulative_poisson",25,19.075103030303,22.32,8,-8,0.48
"Kentucky","compressed","empirical_multiplier",25,21.6,21.6,8,-8,0.28
"Kentucky","compressed","hurdle_ztnb",25,19.5711757575758,21.16,6,-6,0.64
"Kentucky","compressed","hurdle_ztpoisson",25,19.1426666666667,22.96,8,-8,0.52
"Louisiana","calendar","cumulative_nb",25,14.8536787878788,17.78,12,6,0.44
"Louisiana","calendar","cumulative_poisson",25,16.1038181818182,18.88,13,6,0.48
"Louisiana","calendar","empirical_multiplier",25,17.04,17.04,9,0,0.2
"Louisiana","calendar","hurdle_ztnb",25,16.2224303030303,17.58,10,2,0.48
"Louisiana","calendar","hurdle_ztpoisson",25,16.0514484848485,17,9,3,0.32
"Louisiana","compressed","cumulative_nb",25,16.1239333333333,18,10,3,0.28
"Louisiana","compressed","cumulative_poisson",25,16.1636848484848,18.06,10.5,3,0.32
"Louisiana","compressed","empirical_multiplier",25,17.32,17.32,9,3,0.2
"Louisiana","compressed","hurdle_ztnb",25,16.695096969697,17.68,10,3,0.56
"Louisiana","compressed","hurdle_ztpoisson",25,13.3232363636364,14.84,5,0,0.64
"Maine","calendar","cumulative_nb",25,1.73366666666667,2.56,1,0,0.84
"Maine","calendar","cumulative_poisson",25,1.71725454545455,2.52,1,0,0.88
"Maine","calendar","empirical_multiplier",25,1.48,1.48,0,0,0.68
"Maine","calendar","hurdle_ztnb",25,1.31979393939394,1.52,0,0,0.8
"Maine","calendar","hurdle_ztpoisson",25,1.17396363636364,1.3,0,0,0.84
"Maine","compressed","cumulative_nb",25,1.38446060606061,1.72,0,0,0.84
"Maine","compressed","cumulative_poisson",25,1.29840606060606,1.7,0,0,0.88
"Maine","compressed","empirical_multiplier",25,1.44,1.44,0,0,0.72
"Maine","compressed","hurdle_ztnb",25,1.32131515151515,1.48,0,0,0.88
"Maine","compressed","hurdle_ztpoisson",25,1.09650303030303,1.4,0,0,0.88
"Maryland","calendar","cumulative_nb",25,11.3372181818182,13.24,2,-1,0.64
"Maryland","calendar","cumulative_poisson",25,12.3193696969697,14.16,4,-1,0.6
"Maryland","calendar","empirical_multiplier",25,18.4,18.4,1,-1,0.4
"Maryland","calendar","hurdle_ztnb",25,16.3724909090909,18.3,1,-1,0.72
"Maryland","calendar","hurdle_ztpoisson",25,16.4056484848485,19.4,3,-1,0.6
"Maryland","compressed","cumulative_nb",25,14.4115757575758,16.8,1,-1,0.64
"Maryland","compressed","cumulative_poisson",25,14.6866060606061,16.88,1,-1,0.72
"Maryland","compressed","empirical_multiplier",25,17.96,17.96,1,-1,0.48
"Maryland","compressed","hurdle_ztnb",25,16.7130363636364,18.08,1,0,0.76
"Maryland","compressed","hurdle_ztpoisson",25,15.0916363636364,16.66,1,-1,0.72
"Massachusetts","calendar","cumulative_nb",25,40.067096969697,45.26,14,-14,0.28
"Massachusetts","calendar","cumulative_poisson",25,41.8493818181818,47.34,14,-14,0.32
"Massachusetts","calendar","empirical_multiplier",25,37.92,37.92,9,-9,0.2
"Massachusetts","calendar","hurdle_ztnb",25,36.9863333333333,37.92,9,-9,0.44
"Massachusetts","calendar","hurdle_ztpoisson",25,45.8987212121212,53.44,15,-15,0.24
"Massachusetts","compressed","cumulative_nb",25,34.2669212121212,36.24,8,-8,0.4
"Massachusetts","compressed","cumulative_poisson",25,34.9077212121212,36.72,8,-8,0.4
"Massachusetts","compressed","empirical_multiplier",25,36.76,36.76,8,-8,0.24
"Massachusetts","compressed","hurdle_ztnb",25,33.7338484848485,36.92,8,-8,0.92
"Massachusetts","compressed","hurdle_ztpoisson",25,52.6324606060606,67.96,24,-24,0.48
"Michigan","calendar","cumulative_nb",25,92.8772424242424,98.06,52,-52,0.16
"Michigan","calendar","cumulative_poisson",25,111.634909090909,118.78,60.5,-60.5,0.2
"Michigan","calendar","empirical_multiplier",25,116.64,116.64,59,-59,0
"Michigan","calendar","hurdle_ztnb",25,106.215981818182,116.44,59,-59,0.52
"Michigan","calendar","hurdle_ztpoisson",25,112.24536969697,116.64,59,-59,0.12
"Michigan","compressed","cumulative_nb",25,108.712690909091,111.48,57,-57,0.16
"Michigan","compressed","cumulative_poisson",25,109.327824242424,111.64,57,-57,0.16
"Michigan","compressed","empirical_multiplier",25,117.32,117.32,59,-59,0
"Michigan","compressed","hurdle_ztnb",25,101.223272727273,116.68,59,-59,0.56
"Michigan","compressed","hurdle_ztpoisson",25,152.539854545455,179.6,108,-108,0.2
"Minnesota","calendar","cumulative_nb",25,17.1376181818182,19.86,5,-1,0.72
"Minnesota","calendar","cumulative_poisson",25,21.1894727272727,23.74,4,0,0.6
"Minnesota","calendar","empirical_multiplier",25,15.08,15.08,0,0,0.52
"Minnesota","calendar","hurdle_ztnb",25,16.128296969697,15.08,0,0,0.72
"Minnesota","calendar","hurdle_ztpoisson",25,12.7024363636364,15.08,0,0,0.8
"Minnesota","compressed","cumulative_nb",25,16.1359696969697,17.56,2,0,0.64
"Minnesota","compressed","cumulative_poisson",25,16.0135818181818,17.34,1,0,0.64
"Minnesota","compressed","empirical_multiplier",25,15.04,15.04,0,0,0.52
"Minnesota","compressed","hurdle_ztnb",25,15.8238787878788,15.02,0.5,0,0.68
"Minnesota","compressed","hurdle_ztpoisson",25,14.156503030303,15.04,0,0,0.68
"Mississippi","calendar","cumulative_nb",25,9.51715757575758,11.94,2,2,0.6
"Mississippi","calendar","cumulative_poisson",25,4.25556363636364,5.42,1,1,0.84
"Mississippi","calendar","empirical_multiplier",25,3.32,3.32,0,0,0.52
"Mississippi","calendar","hurdle_ztnb",25,2.97646666666667,3.16,1,0,0.92
"Mississippi","calendar","hurdle_ztpoisson",25,2.93840606060606,3.44,1,0,0.92
"Mississippi","compressed","cumulative_nb",25,4.24841818181818,5.16,2,-2,0.56
"Mississippi","compressed","cumulative_poisson",25,4.27992727272727,5.16,2,-2,0.56
"Mississippi","compressed","empirical_multiplier",25,3.28,3.28,0,0,0.52
"Mississippi","compressed","hurdle_ztnb",25,3.06475151515152,3.24,1,0,0.88
"Mississippi","compressed","hurdle_ztpoisson",25,3.22839393939394,3.74,1,0,0.88
"Missouri","calendar","cumulative_nb",25,24.2695090909091,26.64,3,0,0.76
"Missouri","calendar","cumulative_poisson",25,24.4843818181818,27.1,4,-4,0.64
"Missouri","calendar","empirical_multiplier",25,35.2,35.2,1,-1,0.48
"Missouri","calendar","hurdle_ztnb",25,30.3549272727273,34.26,3,0,0.88
"Missouri","calendar","hurdle_ztpoisson",25,30.3818060606061,34.36,4,0,0.76
"Missouri","compressed","cumulative_nb",25,31.6316121212121,33.98,5,-5,0.64
"Missouri","compressed","cumulative_poisson",25,32.0148424242424,34.5,4,-4,0.56
"Missouri","compressed","empirical_multiplier",25,35.64,35.64,1,-1,0.48
"Missouri","compressed","hurdle_ztnb",25,30.2951696969697,33.52,4,0,0.84
"Missouri","compressed","hurdle_ztpoisson",25,28.5521212121212,32.46,3,0,0.72
"Montana","calendar","cumulative_nb",25,2.78874545454545,4.08,4,0,0.76
"Montana","calendar","cumulative_poisson",25,2.79867272727273,3.92,4,0,0.68
"Montana","calendar","empirical_multiplier",25,4.24,4.24,3,0,0.28
"Montana","calendar","hurdle_ztnb",25,3.7762303030303,4.24,3,0,0.48
"Montana","calendar","hurdle_ztpoisson",25,3.43925454545455,4.6,4,0,0.52
"Montana","compressed","cumulative_nb",25,3.05284848484849,4.26,5,0,0.76
"Montana","compressed","cumulative_poisson",25,3.08644848484849,4.28,4,0,0.76
"Montana","compressed","empirical_multiplier",25,4.36,4.36,3,0,0.28
"Montana","compressed","hurdle_ztnb",25,3.84075151515152,4.48,4,0,0.64
"Montana","compressed","hurdle_ztpoisson",25,3.39381818181818,4.4,5,0,0.6
"Nebraska","calendar","cumulative_nb",25,1.89605454545455,2.68,0,0,0.96
"Nebraska","calendar","cumulative_poisson",25,2.17717575757576,3.1,1,0,0.92
"Nebraska","calendar","empirical_multiplier",25,1.72,1.72,0,0,0.68
"Nebraska","calendar","hurdle_ztnb",25,1.5438,1.84,0,0,0.88
"Nebraska","calendar","hurdle_ztpoisson",25,1.06136363636364,1.32,0,0,0.92
"Nebraska","compressed","cumulative_nb",25,1.24746666666667,1.54,0,0,0.96
"Nebraska","compressed","cumulative_poisson",25,1.32472727272727,1.62,0,0,0.96
"Nebraska","compressed","empirical_multiplier",25,1.52,1.52,0,0,0.76
"Nebraska","compressed","hurdle_ztnb",25,1.48437575757576,1.68,0,0,0.8
"Nebraska","compressed","hurdle_ztpoisson",25,1.12947272727273,1.28,0,0,0.92
"Nevada","calendar","cumulative_nb",25,3.37675151515152,4.86,2,0,0.8
"Nevada","calendar","cumulative_poisson",25,4.36793333333333,5.84,2,0,0.6
"Nevada","calendar","empirical_multiplier",25,4,4,0,0,0.52
"Nevada","calendar","hurdle_ztnb",25,3.40909090909091,3.96,1,0,0.84
"Nevada","calendar","hurdle_ztpoisson",25,2.79327272727273,3.8,0,0,0.84
"Nevada","compressed","cumulative_nb",25,3.90458181818182,4.62,1,0,0.76
"Nevada","compressed","cumulative_poisson",25,3.85910303030303,4.56,1,-1,0.76
"Nevada","compressed","empirical_multiplier",25,4,4,0,0,0.52
"Nevada","compressed","hurdle_ztnb",25,3.54466060606061,3.96,0,0,0.8
"Nevada","compressed","hurdle_ztpoisson",25,3.16024242424242,4.14,1,0,0.92
"New Hampshire","calendar","cumulative_nb",25,13.1167757575758,14.38,1,0,0.72
"New Hampshire","calendar","cumulative_poisson",25,14.2519090909091,15.66,1,-1,0.68
"New Hampshire","calendar","empirical_multiplier",25,12.64,12.64,0,0,0.64
"New Hampshire","calendar","hurdle_ztnb",25,12.4866121212121,12.68,0,0,0.68
"New Hampshire","calendar","hurdle_ztpoisson",25,11.6686242424242,12.64,0,0,0.72
"New Hampshire","compressed","cumulative_nb",25,13.2872909090909,14.26,1,0,0.64
"New Hampshire","compressed","cumulative_poisson",25,13.4643696969697,14.46,1,0,0.64
"New Hampshire","compressed","empirical_multiplier",25,13.2,13.2,0,0,0.6
"New Hampshire","compressed","hurdle_ztnb",25,13.369096969697,13.6,0,0,0.64
"New Hampshire","compressed","hurdle_ztpoisson",25,13.3058060606061,13.94,0,0,0.6
"New Jersey","calendar","cumulative_nb",25,103.749096969697,125.16,52.5,52.5,0
"New Jersey","calendar","cumulative_poisson",25,15.9203939393939,17.3,3,0,0.6
"New Jersey","calendar","empirical_multiplier",25,1.84,1.84,0,0,0.72
"New Jersey","calendar","hurdle_ztnb",25,2.79129090909091,1.9,0,0,1
"New Jersey","calendar","hurdle_ztpoisson",25,2.25175151515151,1.84,0,0,0.72
"New Jersey","compressed","cumulative_nb",25,3.51364242424242,3.44,2,-1,0.72
"New Jersey","compressed","cumulative_poisson",25,3.60124242424242,3.62,1.5,-1,0.72
"New Jersey","compressed","empirical_multiplier",25,1.84,1.84,0,0,0.72
"New Jersey","compressed","hurdle_ztnb",25,2.32893333333333,1.84,0,0,0.8
"New Jersey","compressed","hurdle_ztpoisson",25,2.78744242424242,2.36,0,0,0.8
"New Mexico","calendar","cumulative_nb",25,5.84805454545455,7.02,1.5,-1,0.88
"New Mexico","calendar","cumulative_poisson",25,5.92165454545455,7.28,2,-1,0.88
"New Mexico","calendar","empirical_multiplier",25,9.24,9.24,2,-2,0.36
"New Mexico","calendar","hurdle_ztnb",25,7.08931515151515,8.96,2,-1,0.92
"New Mexico","calendar","hurdle_ztpoisson",25,7.82932121212121,8.88,2,-1,0.8
"New Mexico","compressed","cumulative_nb",25,7.36313939393939,8.4,1,-1,0.8
"New Mexico","compressed","cumulative_poisson",25,7.42312727272727,8.42,1,-1,0.76
"New Mexico","compressed","empirical_multiplier",25,9.2,9.2,2,-2,0.4
"New Mexico","compressed","hurdle_ztnb",25,7.28190303030303,8.74,2,-1,0.76
"New Mexico","compressed","hurdle_ztpoisson",25,6.8801696969697,7.96,1,-1,0.8
"New York","calendar","cumulative_nb",25,16.4687636363636,24.18,9,2,0.84
"New York","calendar","cumulative_poisson",25,30.7758242424242,34.84,5,0,0.68
"New York","calendar","empirical_multiplier",25,29.36,29.36,8,-8,0.24
"New York","calendar","hurdle_ztnb",25,21.8359151515152,27.9,7,-1,0.84
"New York","calendar","hurdle_ztpoisson",25,27.3913393939394,29.4,9,-8,0.48
"New York","compressed","cumulative_nb",25,16.5328606060606,18.76,2.5,-2,0.68
"New York","compressed","cumulative_poisson",25,17.5431515151515,20.12,3,-1,0.64
"New York","compressed","empirical_multiplier",25,27.32,27.32,7,-7,0.32
"New York","compressed","hurdle_ztnb",25,20.2927454545455,24.88,7,0,0.88
"New York","compressed","hurdle_ztpoisson",25,15.6468909090909,21.74,3,-1,0.76
"North Carolina","calendar","cumulative_nb",25,17.8563696969697,24.22,4,4,0.64
"North Carolina","calendar","cumulative_poisson",25,15.7890303030303,18.92,2,0,0.72
"North Carolina","calendar","empirical_multiplier",25,22.12,22.12,1,-1,0.44
"North Carolina","calendar","hurdle_ztnb",25,18.2687939393939,22.08,2,-1,0.84
"North Carolina","calendar","hurdle_ztpoisson",25,21.3863696969697,22.12,1,-1,0.48
